id,type,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,will
1452,2,80.82,79.54,88.92,85.61,77.76,66.66,80.07,67.01,2,34,1,8,4,4,0,1986,6,8,4,4,21,17,16,14,0,0
1453,2,72.28,70.35,70.44,70.34,72.91,75.23,73.34,70.33,1,6,2,8,1,1,0,1990,5,5,5,4,20,14,12,11,9,0
1454,2,73.39,71.11,66.69,66.66,68.43,75.03,66.67,77.76,2,37,2,4,3,5,1,1982,6,14,4,5,25,12,11,0,25,0
1455,2,75.92,79.15,66.69,66.19,69.84,83.06,75.63,74.44,2,30,2,10,3,5,1,1990,6,7,4,3,20,13,8,0,30,0
1456,2,74.85,70.53,85.17,81.93,76.21,59.16,71.06,73.66,2,28,1,8,3,5,1,1992,4,5,7,9,30,15,20,19,6,0
1457,2,82.47,74.61,66.69,74.08,72.91,83.06,82.15,70.33,1,5,1,8,4,5,1,1991,6,6,7,9,30,18,15,0,0,0
1458,2,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,12,2,11,2,3,0,1989,5,7,7,9,30,20,20,10,10,0
1459,2,73.93,69.08,74.05,74.5,70.97,75.03,73.38,73.66,2,35,1,13,4,4,0,1985,6,12,3,2,30,15,26,0,0,0
1460,2,78.55,80.44,88.92,81.45,81,75.03,77.82,81.09,2,40,2,16,3,5,1,1980,6,17,5,1,36,33,32,12,9,0
1461,2,65.43,75.28,62.94,70.34,75.99,69.41,75.49,74.09,1,6,2,6,2,3,0,1991,5,6,7,9,30,20,10,40,10,0
1462,2,83.21,90.08,74.05,88.88,96.43,86.14,86.72,85.2,2,10,4,2,4,5,2,1970,6,27,9,11,30,25,26,10,0,0
1463,2,78.92,77.8,77.81,77.77,74.21,77.77,77.77,77.76,2,21,2,21,2,3,0,1981,5,16,3,2,34,24,14,30,15,0
1464,2,72.22,72.09,74.05,74.5,75.82,75.03,75.48,66.66,2,5,1,2,2,3,0,1994,6,2,2,8,32,15,10,40,15,0
1465,2,82.1,85.63,88.92,84.72,82.78,86.14,82.16,85.54,2,8,4,2,3,5,1,1985,4,15,9,11,30,25,26,12,0,0
1466,2,50.59,68.71,70.44,73.61,72.91,72.49,73.34,73.66,1,15,1,10,5,6,1,1990,5,7,4,2,34,20,29,17,6,0
1468,2,81.3,88.92,81.56,81.45,84.02,88.88,86.59,85.54,2,11,2,11,2,3,0,1988,6,8,7,9,55,40,35,10,10,0
1469,2,73.15,69.98,66.69,66.66,69.9,66.66,73.2,70.76,2,25,1,2,3,2,0,1995,5,2,4,4,40,30,20,30,5,0
1470,2,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,10,2,9,3,2,0,1989,5,8,8,10,50,40,30,10,10,0
1471,2,87.81,82.63,85.17,81.93,85.85,86.14,80.07,81.09,2,5,2,3,5,6,1,1984,5,12,6,2,40,20,20,30,5,0
1472,1,76.83,70.74,77.66,74.5,84.02,58.63,77.7,77.34,2,31,2,2,3,5,1,1989,6,8,5,4,20,14,13,0,0,0
1473,1,76.1,82.26,66.69,88.88,71.67,77.77,86.59,81.44,2,21,2,6,3,5,1,1977,6,19,6,3,28,10,12,25,0,0
1474,1,88.92,88.92,96.28,88.88,91.89,91.63,95.6,96.65,2,8,1,5,3,5,1,1986,6,9,4,7,25,15,9,20,20,0
1475,1,60.92,57.97,55.58,55.55,55.55,55.56,55.56,59.23,2,30,1,1,1,1,0,1988,6,7,5,4,12,7,8,0,0,0
1476,1,66.69,63.69,74.05,70.82,63.58,67.2,71.04,77.76,1,6,1,5,4,6,1,1991,5,8,4,2,20,10,12,30,10,0
1478,1,88.92,90.94,88.92,93.03,92.11,91.63,93.46,92.98,2,9,2,5,3,5,1,1986,6,9,4,2,25,15,9,20,20,0
1479,1,77.81,82.83,77.81,77.77,85.63,88.88,77.77,85.2,2,38,1,10,3,5,1,1982,6,15,9,11,30,20,10,0,0,0
1480,1,79.84,84.46,85.17,84.72,80.84,80.52,82.35,84.77,2,13,1,7,3,5,1,1985,6,12,7,9,30,21,20,0,0,0
1481,1,72.22,74.15,47.92,74.5,44.43,47.19,57.65,51.87,1,5,2,4,4,2,0,1977,5,18,3,6,38,19,18,25,10,0
1483,1,82.95,85.11,85.31,84.29,87.79,77.77,86.53,77.76,1,17,1,5,3,5,1,1988,6,10,5,7,25,14,12,19,14,0
1484,1,86.89,88.92,88.92,88.88,85.79,88.88,88.88,85.54,2,48,3,24,5,6,1,1972,3,30,4,2,25,14,8,20,33,0
1485,1,83.39,87.65,81.56,88.88,85.79,88.88,82.15,88.87,2,48,3,24,3,5,1,1972,6,24,4,7,25,10,8,20,25,0
1486,1,82.04,85.63,81.56,85.19,83.85,80.85,84.49,81.87,2,11,2,9,2,3,0,1989,6,8,7,9,30,25,26,10,10,0
1487,1,75.05,78.97,70.44,77.77,82.61,83.6,80.05,73.66,1,15,1,10,1,1,0,1990,6,8,7,9,30,20,20,10,5,0
1488,1,80.38,77.44,77.81,84.72,80.78,77.77,82.16,81.44,2,29,1,3,5,6,1,1990,6,6,4,6,30,9,8,30,20,0
1489,1,88.92,88.92,85.17,88.88,88.87,88.88,88.88,88.87,2,20,1,8,5,6,1,1986,6,10,4,3,21,9,5,30,25,0
1490,1,56.5,53.55,44.45,47.7,45.99,52.81,51.16,54.77,1,19,1,14,3,5,1,1986,6,14,6,2,37,34,32,17,7,0
1494,1,83.93,86.89,81.56,88.88,85.63,88.88,84.44,84.77,1,15,2,10,5,6,1,1987,6,10,1,2,35,18,25,0,17,0
1496,1,84.26,77.25,77.81,85.19,85.79,83.39,80.13,80.67,2,30,2,4,2,3,0,1990,5,7,6,4,24,15,12,25,11,0
1497,1,80.4,87.45,77.81,84.29,89.95,83.92,99.99,85.97,2,29,1,5,2,3,0,1991,6,6,5,7,23,14,12,16,12,0
1498,1,74.99,69.98,77.81,70.34,72.75,69.41,68.95,73.66,2,32,2,7,5,6,1,1987,6,7,4,4,23,13,10,0,25,0
1499,1,73.93,74.52,74.05,81.93,72.75,74.7,71.24,66.23,1,4,4,5,3,5,1,1994,5,5,4,7,30,19,20,0,0,0
1500,1,71.48,76.67,66.69,74.5,65.58,71.95,71.04,74.09,2,30,2,2,3,5,1,1990,6,7,4,3,30,16,9,30,20,0
1501,2,73.15,67.82,74.05,74.5,74.69,77.77,62.28,73.66,2,20,1,10,3,5,1,1985,4,13,5,4,10,5,4,20,20,0
1502,2,82.23,71.11,81.41,81.45,65.35,74.7,82.15,85.2,2,35,2,10,5,6,1,1984,5,12,4,2,10,5,4,25,0,0
1503,2,83.52,75.93,74.05,85.61,63.64,88.68,84.31,77.34,2,35,2,10,3,5,1,1984,5,10,4,5,12,7,3,20,25,0
1504,2,89.65,78.56,74.05,89.3,70.21,89.21,84.31,81.02,2,42,2,11,3,5,1,1977,5,21,3,4,10,6,4,0,30,0
1505,2,79.84,71.79,77.81,78.66,77.6,74.7,77.77,74.44,2,6,1,6,3,5,1,1990,5,6,1,8,20,10,9,30,13,0
1506,2,72.28,63.69,74.05,74.03,63.58,66.99,68.95,59.23,2,36,5,5,4,5,2,1983,3,13,2,4,30,14,26,0,0,0
1508,2,77.81,77.8,85.17,74.08,74.69,75.23,77.77,74.44,1,20,2,8,5,6,1,1986,5,13,4,6,13,7,5,10,25,0
1509,2,73.71,73.54,81.41,77.77,78.9,74.7,75.3,78.54,2,15,2,8,5,6,1,1985,5,12,4,4,15,9,5,10,25,0
1510,2,85.04,87.65,85.17,85.19,84.02,83.6,77.77,81.87,2,30,2,8,5,6,1,1990,4,8,3,5,25,15,9,40,10,0
1511,2,46.55,53.18,51.96,40.7,42.65,44.44,35.66,41.1,1,30,2,10,3,5,1,1980,5,16,4,7,10,5,4,20,20,0
1512,2,70.61,66.97,51.82,60.13,52.47,66.66,62.44,62.98,2,10,3,1,4,6,1,1982,5,14,4,4,16,7,7,30,0,0
1513,2,76.7,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,10,1,8,3,5,1,1984,4,12,7,9,18,12,9,20,10,0
1514,2,89.65,72.37,81.41,85.61,63.64,75.03,82.35,73.24,2,35,1,11,5,6,1,1984,5,12,4,5,10,6,6,0,20,0
1515,2,83.93,75.52,77.81,85.61,65.35,78.1,82.21,74.01,2,35,2,10,3,5,1,1984,5,11,4,5,10,5,4,0,30,0
1516,2,77.63,76.91,70.44,77.77,74.52,69.74,79.93,73.66,2,40,2,10,3,5,1,1980,4,15,6,2,30,25,25,0,0,0
1519,2,89.11,76.54,88.92,89.3,68.43,80.31,77.58,73.24,2,35,2,10,3,5,1,1984,5,12,4,5,12,5,4,20,20,0
1520,2,64.85,59.99,55.58,66.66,69.9,66.66,66.67,66.66,1,3,2,3,3,2,0,1996,5,3,4,7,30,8,19,0,0,0
1521,1,73.33,83.89,77.81,84.72,80.78,85.81,91.18,99.98,1,5,2,4,3,5,1,1990,8,5,6,7,20,12,10,30,10,0
1522,1,76.29,78.56,74.05,77.77,81,78.1,75.48,81.09,2,33,1,10,3,5,1,1986,6,11,5,7,30,15,18,30,5,0
1523,1,83.34,79.07,74.05,81.45,77.76,88.88,88.88,85.2,1,16,2,15,4,5,2,1980,5,19,1,3,35,15,20,0,0,0
1524,1,66.37,74.8,63.08,77.77,62.56,77.77,66.67,70.33,1,9,1,15,4,5,1,1984,8,12,6,2,30,25,26,0,0,0
1525,1,96.16,98.77,88.92,99.98,93.66,91.96,99.99,99.98,2,29,2,5,3,5,1,1982,6,14,3,7,50,10,17,20,33,0
1526,1,84.32,79.83,85.17,81.45,83.85,80.52,82.35,85.54,2,38,1,10,3,5,1,1982,5,14,3,2,22,17,17,22,10,0
1527,1,72.1,81.57,77.81,74.08,74.52,75.56,75.62,74.44,2,35,1,6,4,5,2,1985,6,11,7,9,28,20,10,40,8,0
1528,1,73.57,54.31,70.15,69.92,85.79,80.31,77.57,89.3,1,5,1,3,3,2,0,1992,6,4,2,5,36,18,12,0,0,0
1529,1,67.8,79.83,66.69,88.88,85.63,88.88,79.87,81.87,2,30,3,8,3,2,0,1990,6,8,5,4,50,30,26,20,10,0
1530,1,47.03,51.92,55.58,51.86,47.51,47.51,48.83,47.76,2,40,2,20,3,5,1,1980,6,20,3,2,50,40,40,10,5,0
1532,1,83.52,86.89,81.56,85.61,83.85,83.06,84.49,84.77,2,20,2,9,2,3,0,1985,4,11,6,1,80,60,50,10,10,0
1533,1,88.92,93.18,96.28,92.14,98.2,94.7,97.7,92.2,2,22,2,3,2,3,0,1997,5,1,5,8,66,21,19,30,20,0
1534,1,96.16,92.2,99.03,88.88,91.95,91.63,93.27,92.98,2,23,1,3,2,3,0,1996,6,1,5,7,43,26,11,30,25,0
1535,1,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,27,2,5,5,6,1,1992,8,5,4,5,25,8,6,40,0,0
1536,1,79.51,70.38,77.81,76.87,64.88,66.66,68.96,62.55,2,30,1,5,3,5,1,1988,5,12,3,2,15,10,10,30,10,0
1537,1,77.07,80.23,77.81,74.5,74.52,72.49,75.68,85.2,2,40,1,15,3,5,1,1980,6,17,3,2,20,15,7,0,0,0
1538,1,73.21,76.54,70.44,70.34,72.91,71.95,71.1,74.44,2,25,1,2,3,2,0,1995,6,2,4,4,30,25,20,10,8,0
1539,1,77.63,78.78,88.92,84.72,71.45,78.1,88.88,81.44,2,28,1,5,3,2,0,1992,6,6,7,9,10,5,7,10,5,0
1541,1,69.65,75.78,70.44,74.5,75.99,71.95,75.43,70.33,2,28,2,7,3,2,0,1992,6,5,5,5,45,15,30,0,0,0
1542,1,75.78,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,10,2,5,6,6,2,1989,6,8,3,2,20,16,15,30,15,0
1543,1,84.32,81.46,77.81,84.72,74.52,74.7,82.15,77.76,2,40,1,17,4,5,2,1980,4,16,6,2,20,10,16,0,0,0
1544,1,73.13,85.87,81.56,78.66,78.84,83.06,80.07,81.44,2,28,2,5,3,2,0,1992,6,4,2,4,40,12,22,15,10,0
1545,1,76.29,74.15,66.54,84.72,80.84,80.52,84.32,84.77,1,7,1,8,3,5,1,1983,6,14,4,7,40,20,15,0,0,0
1546,1,80.38,80.2,74.05,77.77,77.76,72.49,77.77,73.66,2,40,1,10,3,5,1,1980,6,15,3,2,50,45,40,0,0,0
1547,1,77.81,72.98,74.05,77.77,71.51,83.06,77.97,81.87,2,35,1,15,5,6,1,1985,6,10,6,2,50,35,45,0,0,0
1548,1,75.96,79.83,74.05,74.5,80.84,72.49,75.48,73.66,1,23,1,15,5,6,1,1983,4,13,6,3,50,30,40,0,0,0
1549,1,99.04,95.17,99.03,99.98,99.98,99.99,99.99,99.98,2,15,2,10,3,5,1,1985,6,13,5,3,40,24,8,30,25,0
1550,1,61.11,79.07,74.05,77.77,76.15,80.52,75.62,67.43,2,30,1,10,3,5,1,1987,6,10,4,1,45,17,25,0,30,0
1551,1,74.85,70.96,66.69,77.77,66.49,74.7,77.77,77.76,2,29,3,7,4,4,0,1990,6,5,4,8,23,7,10,15,10,0
1552,1,68.4,70.38,66.69,70.82,72.75,69.21,71.1,73.66,2,25,2,5,1,1,0,1995,6,3,4,5,28,9,12,0,30,0
1554,1,70.97,69.77,59.33,70.82,75.99,61.38,75.48,70.33,2,29,1,9,3,2,0,1990,6,6,4,7,36,12,20,0,0,0
1557,1,76.35,77.8,70.44,74.08,72.97,67.2,82.16,73.66,1,20,2,7,3,5,1,1983,5,10,3,4,18,12,15,10,5,0
1558,1,65.77,61.66,66.69,59.71,63.41,58.3,64.37,58.88,2,26,2,3,1,1,0,1994,6,1,6,8,15,15,12,0,0,0
1559,1,84.32,85.63,85.17,77.77,81,83.06,84.44,84.77,2,36,1,8,3,5,1,1984,5,13,3,2,26,18,18,25,10,0
1560,1,70.38,66.12,66.69,70.34,68.43,69.41,75.3,81.44,2,38,3,8,5,6,1,1980,5,14,4,3,20,13,14,15,7,0
1561,1,81.69,81.09,63.08,85.19,81,83.06,82.21,73.66,2,19,1,15,2,3,0,1983,5,15,3,3,37,19,13,30,20,0
1562,1,72.1,73.39,74.05,70.34,69.73,71.95,73.2,74.44,1,25,2,5,1,1,0,1995,6,3,4,8,37,12,19,0,25,0
1563,1,69.65,68.71,70.44,74.5,74.52,75.03,73.2,70.33,1,25,2,4,1,1,0,1995,6,3,4,8,53,29,29,0,20,0
1564,1,73.21,74.15,74.05,74.08,76.52,77.77,77.77,81.09,2,19,2,10,5,6,1,1984,5,12,6,6,17,9,9,0,0,0
1565,1,70.63,71.51,81.56,77.77,72.75,66.66,77.59,70.33,2,22,2,11,5,6,1,1983,4,14,6,6,18,8,13,0,0,0
1566,1,69.65,74.52,77.81,70.34,74.69,69.74,66.67,66.66,1,20,2,8,3,5,1,1981,5,14,3,4,16,8,11,20,0,0
1567,1,72.62,73.66,59.33,81.45,65.13,69.53,75.71,71.11,1,10,1,5,4,4,0,1992,5,5,4,8,36,12,16,30,15,0
1568,1,77.81,77.8,77.81,77.77,77.76,77.77,77.77,84.42,2,35,1,10,3,2,0,1985,4,11,7,9,20,9,10,0,0,0
1569,1,62.27,62.18,66.69,54.65,63.19,58.3,66.67,66.66,2,22,1,3,1,1,0,1997,5,3,8,10,30,10,20,0,17,0
1570,1,66.69,66.69,70.44,70.34,63.64,66.66,64.19,63.33,2,26,1,1,4,4,0,1994,5,2,7,9,35,10,25,15,7,0
1571,1,79.33,86.52,77.81,77.77,75.99,76.91,80.07,81.44,2,24,1,2,4,4,0,1995,5,5,4,5,15,8,10,30,10,0
1572,1,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,11,1,6,3,5,1,1994,5,3,7,9,15,10,12,13,6,0
1573,1,75.78,80.23,74.05,81.45,77.76,85.81,73.34,70.33,2,20,2,10,5,6,1,1981,6,15,6,6,20,10,10,0,0,0
1574,1,83.21,75.01,66.69,77.77,75.76,72.49,77.58,59.57,1,21,3,12,5,6,1,1982,4,14,4,6,21,11,12,0,0,0
1575,1,79.33,73.54,77.81,66.66,74.69,69.74,75.69,66.66,1,20,3,10,3,6,1,1984,6,8,5,3,20,12,16,10,0,0
1576,1,73.15,75.78,59.33,66.66,72.91,75.36,82.35,81.52,2,40,4,12,5,6,1,1978,4,15,4,2,26,15,13,25,6,0
1577,1,80.62,74.52,85.17,88.88,85.79,77.77,80.12,77.76,2,46,1,20,3,5,1,1974,6,23,4,2,35,30,25,25,15,0
1578,1,95.62,87.1,85.17,77.77,80.78,77.77,68.76,73.66,2,32,1,8,3,5,1,1988,6,8,5,2,33,28,28,10,7,0
1579,1,71.11,72.12,74.05,73.61,74.69,66.99,71.06,81.44,1,25,2,3,1,1,0,1995,6,3,4,7,31,12,11,25,20,0
1580,1,73.15,74.8,66.69,74.5,69.9,75.03,79.93,66.66,1,25,3,4,1,1,0,1995,6,1,2,8,33,18,9,25,25,0
1581,1,84.32,69.98,88.92,77.77,74.69,74.7,82.15,81.87,1,5,2,5,1,1,0,1995,5,4,4,5,45,22,30,30,10,0
1582,3,72.41,77.8,70.44,74.08,72.75,75.03,64.58,70.76,2,20,3,8,3,5,1,1984,5,11,3,2,14,9,9,35,8,0
1583,3,75.56,75.2,74.05,81.45,66.65,66.66,82.21,70.76,2,29,2,7,4,5,2,1990,6,9,4,7,20,7,7,0,0,0
1584,3,83.75,79.47,85.17,84.72,84.55,88.88,86.79,77.76,1,18,1,12,4,5,2,1987,5,12,4,1,20,10,12,50,0,0
1585,3,90.76,87.18,81.56,85.19,87.57,94.7,93.27,93.32,1,20,2,20,3,5,1,1980,6,18,4,6,20,8,6,20,25,0
1586,3,81.69,80.99,85.17,88.88,82.24,72.49,73.35,74.44,2,15,1,6,2,3,0,1984,6,13,4,7,26,14,7,25,25,0
1587,3,79.84,84.65,81.56,93.03,86.87,86.67,77.79,84.77,1,11,2,6,5,6,1,1994,6,6,3,8,13,10,10,28,15,0
1588,3,64.49,68.97,55.72,83.82,63.47,53.01,77.58,75.21,3,3,1,3,4,5,1,1992,6,6,2,5,20,15,16,25,10,0
1589,3,85.04,83.2,85.17,81.03,89.03,88.88,86.6,88.87,2,42,1,9,5,6,1,1977,6,20,4,1,30,16,14,25,0,0
1590,3,83.15,80.48,74.05,88.88,69.67,80.52,84.44,92.2,1,16,2,8,4,4,0,1990,6,7,5,7,30,18,18,60,10,0
1591,3,69.83,75.37,63.08,66.66,71.51,66.66,75.48,67.01,2,31,1,8,5,6,1,1989,6,8,4,2,39,30,32,14,5,0
1592,3,66.51,68.71,59.33,62.97,61.8,60.84,62.09,62.55,1,21,2,8,5,6,1,1984,6,12,3,4,90,60,58,20,0,0
1593,3,77.81,70.96,59.33,73.19,71.28,74.7,64.37,70.76,1,5,1,3,3,7,0,1973,6,23,5,2,40,28,35,0,0,0
1594,3,58,63,62.94,73.61,72.97,69.41,71.04,69.98,2,2,2,5,4,5,2,1982,4,14,5,2,40,35,24,30,20,0
1595,3,77.81,77.8,77.81,77.77,80.84,77.77,77.77,77.76,2,3,2,2,3,2,0,2000,4,2,4,5,50,40,30,10,10,0
1596,3,71.68,68.81,66.69,71.24,62.11,75.03,73.38,73.66,2,18,2,7,4,6,1,1984,6,11,5,2,14,8,8,30,5,0
1597,3,91.69,91.59,85.31,96.3,84.33,97.25,88.82,99.98,2,8,1,5,3,5,1,1987,8,7,4,7,26,16,12,30,0,0
1598,3,87.22,84.1,74.05,85.61,75.76,83.6,77.71,85.2,1,8,2,6,3,2,0,1992,6,5,5,5,20,10,18,60,8,0
1599,3,65.39,64.67,70.44,66.66,61.64,63.59,64.37,62.55,2,30,1,5,3,5,1,1989,5,7,5,7,22,13,16,10,5,0
1600,3,71.11,59.99,59.33,67.13,61.86,66.66,62.23,59.23,1,7,1,3,3,2,0,1985,5,12,5,3,36,29,30,20,0,0
1602,3,73.39,71.51,74.05,78.19,72.75,69.41,79.87,69.98,1,5,2,10,4,5,2,1988,6,8,3,3,25,20,20,0,0,0
1604,3,80.95,78.17,77.81,85.19,85.79,74.7,79.93,73.66,2,26,1,3,2,3,0,1992,6,7,3,5,16,11,11,30,0,0
1605,3,86.89,85.63,81.56,81.93,81,80.52,84.44,84.77,2,30,3,2,4,6,1,1990,5,8,3,5,18,10,8,35,5,0
1606,3,75.96,77.8,70.44,77.77,74.69,69.74,75.48,77.76,2,41,1,6,5,6,1,1979,6,17,5,4,28,19,20,0,0,0
1607,3,84.26,74.52,70.44,76.87,79,77.77,77.77,81.09,1,10,2,3,1,1,0,1990,6,7,6,4,28,23,20,0,0,0
1608,3,93.91,93.33,96.28,96.3,89.95,97.25,89.08,88.52,2,25,1,20,3,5,1,1978,6,20,4,2,20,9,10,25,0,0
1609,3,77.81,83.81,77.81,77.77,77.76,77.77,77.77,77.76,1,10,1,5,5,6,1,1993,6,5,4,8,30,25,10,0,0,0
1610,3,56.69,55.58,55.58,55.55,55.55,55.56,55.56,55.55,2,35,1,15,3,5,1,1985,4,11,4,3,34,24,18,20,10,0
1611,3,61.68,59.23,66.69,62.5,61.64,66.66,68.75,58.88,2,5,2,5,3,5,1,1980,5,16,3,6,50,39,40,20,10,0
1612,3,66.15,68.57,74.05,63.4,63.47,67.2,64.7,62.55,1,12,2,10,3,5,1,1985,4,11,5,5,14,9,10,21,8,0
1613,3,85.04,78.93,74.05,81.45,82.78,78.1,77.79,81.44,1,27,2,5,3,5,1,1981,6,16,4,3,16,13,11,0,0,0
1614,3,79.84,77.8,85.17,77.77,77.76,83.6,77.77,77.76,2,31,1,6,3,5,1,1989,6,8,1,5,18,11,13,30,10,0
1615,3,85.24,71.61,70.44,69.92,75.82,77.77,66.67,62.55,1,12,2,11,3,5,1,1985,4,11,5,5,16,10,9,16,12,0
1616,3,71.59,65.46,55.58,74.5,71.61,77.77,81.97,77.76,2,45,1,20,4,5,2,1975,5,21,7,3,17,10,11,20,5,0
1617,3,84.38,87.9,81.41,85.19,62.34,75.56,82.16,69.91,2,15,3,6,3,5,1,1980,4,15,5,4,28,20,16,15,20,0
1619,3,71.3,71.51,63.08,74.5,76.52,71.95,71.24,66.66,1,12,1,5,3,2,0,1993,8,4,3,8,35,10,25,31,0,0
1620,3,85.04,85.63,74.2,85.61,85.85,86.14,84.31,84.77,2,24,1,3,5,6,1,1981,3,13,4,2,35,20,26,20,15,0
1621,3,69.45,82.22,66.69,78.24,68.43,79.99,88.88,81.87,2,29,2,8,3,5,1,1991,6,7,4,4,42,22,35,0,0,0
1622,3,85.04,81.46,77.81,81.45,77.76,80.52,86.79,81.87,1,7,2,10,4,5,2,1988,6,8,3,3,50,35,30,0,0,0
1623,3,72.22,77.8,81.56,84.72,77.6,72.49,80.07,78.54,2,31,1,10,5,6,1,1989,6,8,4,4,40,15,12,30,26,0
1624,3,71.3,74.11,66.54,67.08,81,82.73,73.34,84.77,2,25,1,15,3,5,1,1983,6,14,5,4,40,19,11,20,30,0
1625,3,64.31,70.59,74.05,62.5,74.52,83.39,80.05,81.52,2,36,1,10,3,5,1,1983,6,14,2,3,47,29,16,20,25,0
1626,3,66.18,62.42,55.58,58.81,60.34,66.66,68.76,70.76,2,51,1,17,5,6,1,1968,5,30,3,2,43,38,34,7,0,0
1627,3,61.71,70.38,66.69,66.66,66.65,66.66,71.1,66.66,2,15,1,2,4,4,0,1994,6,5,1,4,60,30,46,15,15,0
1628,3,66.69,77.8,70.3,77.77,75.99,77.77,77.77,74.44,2,27,1,3,3,5,1,1993,6,4,6,8,18,8,12,25,10,0
1629,3,70.57,72.49,74.05,70.82,66.82,71.95,73.38,73.66,1,11,2,12,3,5,1,1985,5,12,3,5,15,9,10,21,21,0
1630,3,86.75,80.85,88.77,92.56,82.94,79.99,79.81,85.54,2,4,3,2,4,5,2,1989,3,7,7,9,21,15,8,30,20,0
1631,3,77.63,75.09,77.81,77.77,80.78,75.23,73.2,74.44,1,20,3,11,5,6,1,1989,6,10,5,5,20,11,10,0,0,0
1632,3,69.65,66.69,70.44,69.92,72.75,66.66,66.67,66.66,1,10,1,6,3,5,1,1991,5,6,6,7,35,25,27,10,6,0
1635,3,87.22,87.65,92.67,85.61,85.63,80.52,84.49,84.77,2,10,1,8,5,6,1,1980,6,18,5,2,60,24,20,15,25,0
1636,3,84.5,80.81,66.69,74.5,77.6,72.49,86.59,78.54,2,5,3,10,4,6,1,1990,6,10,5,5,15,10,9,0,0,0
1637,3,69.11,74.15,74.05,74.5,72.75,77.77,75.48,67.01,2,32,2,8,6,6,1,1988,4,12,6,6,18,12,8,30,0,0
1638,3,90.83,86.34,85.31,77.77,83.91,77.77,73.34,93.32,2,25,1,18,3,5,1,1980,5,16,4,5,16,10,10,20,10,0
1639,3,88.92,99.03,88.92,99.98,93.89,99.99,99.99,99.98,2,35,2,10,5,6,1,1984,5,12,4,2,30,11,10,18,33,0
1640,3,67.42,70.38,66.69,81.03,77.54,66.66,75.49,70.76,1,12,2,11,3,5,1,1985,6,12,5,5,16,11,11,19,19,0
1641,3,87.07,83.24,85.17,81.45,85.63,83.06,82.15,77.76,1,20,1,6,3,5,1,1990,6,7,3,2,20,15,10,28,8,0
1642,3,67.8,77.8,77.81,77.77,77.76,72.49,77.77,77.76,2,25,2,6,3,2,0,1995,6,3,4,8,35,18,15,30,15,0
1643,3,67.8,70.96,70.44,66.66,69.73,69.41,71.24,69.98,2,35,1,7,3,5,1,1985,6,12,4,2,30,15,20,21,5,0
1644,3,63.61,56.74,55.58,55.55,55.55,52.48,55.56,52.22,2,10,2,3,3,5,1,1979,5,15,4,4,50,10,20,20,25,0
1645,3,83.93,84.65,81.56,84.72,84.02,80.52,84.49,84.77,2,20,2,6,3,5,1,1984,6,11,1,4,18,5,14,20,25,0
1646,3,73.21,79.54,77.81,74.08,69.73,80.85,75.49,70.76,1,17,2,7,5,6,1,1987,4,11,5,6,17,13,10,25,0,0
1647,3,73.39,75.78,74.05,77.77,77.76,75.03,75.68,74.44,2,30,1,8,3,2,0,1990,6,7,8,10,16,10,9,22,8,0
1648,3,70.25,86.08,85.02,88.88,82.78,80.85,86.59,88.52,2,14,2,12,5,6,1,1981,4,17,8,10,20,12,13,15,8,0
1649,3,82.8,81.36,74.05,81.45,84.02,86.14,82.15,74.44,2,31,2,6,3,5,1,1988,5,7,6,2,25,15,20,0,0,0
1650,3,76.1,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,10,1,5,3,5,1,1990,6,6,4,4,30,20,22,50,10,0
1652,3,68.73,72.77,70.3,66.66,66.65,71.95,71.04,66.66,2,25,2,5,4,6,1,1994,6,3,3,8,30,8,15,0,0,0
1653,3,76.94,80.99,88.92,85.61,82.55,86.14,84.31,81.09,1,10,1,5,3,5,1,1985,5,13,7,3,30,20,20,20,5,0
1654,3,84.5,77.04,81.41,81.03,71.51,80.52,84.3,85.2,2,40,2,15,4,5,2,1980,5,17,6,2,60,30,40,10,10,0
1655,3,79.45,86.32,62.94,88.88,68.43,88.88,91.16,81.87,1,10,2,7,3,5,1,1990,4,7,4,7,52,28,36,0,10,0
1656,3,73.53,81.09,85.17,85.19,80.84,80.52,84.44,81.44,2,38,1,15,5,6,1,1981,6,15,7,9,40,35,22,0,0,0
1657,3,74.67,77.8,63.08,77.77,82.3,77.77,86.6,88.87,2,20,1,10,4,4,0,1983,6,12,7,9,60,55,40,20,20,0
1658,3,70.57,68.68,70.44,66.66,71.67,71.95,73.38,70.33,2,10,1,5,4,6,1,1982,6,15,4,1,60,18,50,0,0,0
1659,3,82.8,80.23,77.81,74.5,74.69,85.81,80.05,81.09,1,5,3,7,4,4,0,1993,5,6,4,8,40,20,20,40,8,0
1660,3,79.84,74.52,70.44,77.77,77.99,80.85,75.62,73.66,2,45,2,15,4,5,2,1975,8,22,3,2,60,50,46,0,0,0
